第一次,第二次
"近义词汉语:休息,休憩,歇息,喘息,停歇,喘气,休,歇,息,喘喘气,作息,歇歇英语近义词汉语:停止,终止,休止,止息,停息,停歇,打住,止住,煞住,下马,平息,停,止,艾,寝,息,住,辍,歇,休,已,罢,适可而止,偃旗息鼓,鸣金收兵,停下,悬停,人亡政,停停,告一段落葡萄牙语近义词汉语:不,非,匪,无,未,弗,勿,莫,休,毋,免,请勿,切莫西班牙语","近义词汉语:休息,休憩,歇息,喘息,停歇,喘气,休,歇,息,喘喘气,作息,歇歇英语:rest,break,halt,recess,relax,repose德语:Pausemachen,sichausruhen西班牙语:descansar,descanso,explayar,holganza,holgar,posar,poso,reposar,reposo,respiro,solaz,sosegar葡萄牙语:descansado,descanso,repouso反义词汉语:作工,做事,工作,劳动3停止近义词汉语:停止,终止,休止,止息,停息,停歇,打住,止住,煞住,下马,平息,停,止,艾,寝,息,住,辍,歇,休,已,罢,适可而止,偃旗息鼓,鸣金收兵,停下,悬停,人亡政,停停,告一段落葡萄牙语:parada,desistência,desistir,cessação英语:halt,stop,cease,closeup,quit,rundown,standstill德语:eingestellt,Break,Einhalt,Nachlassen,Stillstand,Stop,Stopp,Unentschiedenheit,Unterbrechung,Wegfall,abschalten,eingegangen,eingehen,einstellen,entziehen,halten,rasten,stoppen,unterbinden,verstopfen,ablaufen西班牙语:cesación,cesar,dejar,parada,parar,stop法语:arrêter,suspendre反义词汉语:进行,开始,开动,通行,继续,流动4不近义词汉语:不,非,匪,无,未,弗,勿,莫,休,毋,免,请勿,切莫西班牙语:no,sin德语:nein,nicht英语:nay,no,non-,nope,not,without法语:[utilisépourmarquerunenégative],[utilisépourdonneruneréponsenégative]non,Note:placéavantunmotauquatrièmeton,不seprononcebu2查看关于休的反义词>>("
"近义词汉语:恶霸,霸,霸王,土皇帝,元凶法语","近义词汉语:恶霸,霸,霸王,土皇帝,元凶法语:despote,tyran德语:CD-R,Rohling("
"近义词汉语:黑发,乌发","近义词汉语:黑发,乌发("
"近义词汉语:备件,附件,配件,零配件,构配件","近义词汉语:备件,附件,配件,零配件,构配件("
"近义词汉语:嫩,鲜嫩,细嫩,柔嫩,鲜嫩嫩,香嫩,白嫩俄语","近义词汉语:嫩,鲜嫩,细嫩,柔嫩,鲜嫩嫩,香嫩,白嫩俄语:молодой,нежный西班牙语:terneza,ternura法语:tendre,inexpérimenté英语:delicate,light,tender,unskilled("
"近义词汉语:关键,症结,关子,关节,节骨眼,要点,要害,问题,焦点,枢纽,枢机,刀口,点子,纲,纽带,主焦点,典型,热点俄语近义词汉语:骨节,关节,骱英语","近义词汉语:关键,症结,关子,关节,节骨眼,要点,要害,问题,焦点,枢纽,枢机,刀口,点子,纲,纽带,主焦点,典型,热点俄语:решающийфактор,ключ,ключевой,решающий英语:key,crux,Gordianknot,hinge,linchpin,stickingpoint德语:entscheidend,kritisch,Angelpunkt,Anhaltspunkt,Kernfrage,Passfeder西班牙语:alma,busilis,tecla反义词汉语:普遍,枝节,根本3骨节近义词汉语:骨节,关节,骱英语:condyle,joint查看关于关节的反义词>>("
"近义词汉语:粉红,桃红,妃色,粉色,桃色,粉乎乎,粉扑扑,肉色","近义词汉语:粉红,桃红,妃色,粉色,桃色,粉乎乎,粉扑扑,肉色("
"近义词汉语:公主,郡主西班牙语","近义词汉语:公主,郡主西班牙语:infante,princesa英语:infanta,princess,ranee("
"近义词汉语:生物,底栖生物,浮游生物,古生物,海洋生物,漫游生物,生物体俄语","近义词汉语:生物,底栖生物,浮游生物,古生物,海洋生物,漫游生物,生物体俄语:живоесущество,живойорганизм法语:êtrevivants,biologie英语:being,biota,creature,life,livingbeings,organism("
"近义词汉语:清洁,干净,卫生,整洁,清爽,清新,洁,净,一尘不染,窗明几净,明窗净几,白净净,干干净净,洁净,净化,净空,清爽爽,无污染,清清爽爽德语","近义词汉语:清洁,干净,卫生,整洁,清爽,清新,洁,净,一尘不染,窗明几净,明窗净几,白净净,干干净净,洁净,净化,净空,清爽爽,无污染,清清爽爽德语:Reinheit,Reinlichkeit,Sauberkeit,Säuberungsaktion,aufbereiten,säubern,gereinigt,sauber葡萄牙语:limpar,limpo英语:cleanness,pureness,purgation西班牙语:aseo,curiosidad,higiene,limpieza,pulcritud反义词汉语:肮脏,污秽查看关于净化的反义词>>("
"近义词汉语:北,北方,北边,朔,正北,阴,北部,北缘,北头俄语近义词汉语:战败,失败,打败,败阵,败北,败绩,失利,溃败,溃退,败,负,输,北,不战自败,负于,必败,败退,输给,落败,吃败仗,满盘皆输,国破家亡,败走麦城俄语","近义词汉语:北,北方,北边,朔,正北,阴,北部,北缘,北头俄语:север,северный英语:north,northward西班牙语:norte,septentrión,tramontana2战败近义词汉语:战败,失败,打败,败阵,败北,败绩,失利,溃败,溃退,败,负,输,北,不战自败,负于,必败,败退,输给,落败,吃败仗,满盘皆输,国破家亡,败走麦城俄语:потерпетьпоражение,бытьпобеждённым英语:bedefeated,defeat,losethebell,vanquish反义词汉语:战胜,打败查看关于北的反义词>>("
"近义词汉语:桌子,台子,案子,桌,台,案,几法语近义词汉语:贵,尊,雅,玉,台,华,令,贤,大,高,宝,钧,惠,光,俯,垂,高高,醇雅,俊雅俄语近义词汉语:架,台,部,台数俄语","近义词汉语:桌子,台子,案子,桌,台,案,几法语:table,bureau3贵近义词汉语:贵,尊,雅,玉,台,华,令,贤,大,高,宝,钧,惠,光,俯,垂,高高,醇雅,俊雅俄语:дорогой,ценный德语:geehrt,wertvoll,teuer;英语:costly,expensive,noble,precious,valuable法语:cher,coûteux,précieux4架近义词汉语:架,台,部,台数俄语:полка,этажерка,подставка,вешалка法语:support,charpente,dispute德语:Gestell,Streit,ZähleinheitswortfürMaschinenz.B.Flugzeug,Klavier英语:fight,frame,kidnap,putup,rack,support,withstand("
"近义词汉语:去污剂,清洁剂","近义词汉语:去污剂,清洁剂("
"近义词汉语:泡,浸,浸泡,浸渍,浸入汉语:泡,泡沫,沫子,沫,沫儿,泡泡,白沫,水花俄语","近义词汉语:泡,浸,浸泡,浸渍,浸入汉语:泡,泡沫,沫子,沫,沫儿,泡泡,白沫,水花俄语:пузырь,пена德语:verschwollen,angeschwollen,blubbern,sprudeln,durchdringen,durchfeuchten,einweichen法语:bulle,mousse,ampoule英语:bubble,froth,infuse,pickle,soak,steep西班牙语:ampolla,bañar,burbuja,vejiga,vesícula("
"近义词汉语:子畜,幼畜,崽,崽子,娃,娃子","近义词汉语:子畜,幼畜,崽,崽子,娃,娃子("
"近义词汉语:档案,档葡萄牙语","近义词汉语:档案,档葡萄牙语:dossiê,arquivo,arquivístico法语:dossier,archives德语:Dokument,File,Dokument英语:archives,dossier,file,record("
"近义词汉语:多,许多,好多,这么些,广大,浩大,浩繁,无数,众多,众,群,丛,博,累累,洋洋,洒洒,重重,那么些,有的是,成千上万,胸中无数,好些,很多,居多,衮衮,奂,莘,夥,诸多,广土众民,过多,过剩,森,不少,良多,多多,成百上千,上百,为数不少,不在少数,过江之鲫,盈怀充栋,游人如织,大队人马,多多益善汉语:多,出头,冒尖,挂零,有零,开外,有余,余,强,又,多种俄语近义词汉语:若干,多少,好多,几多,几何,几,多,多多少少德语近义词汉语:增多,增加,加码,充实,增,长,多,加,添,益,搭,追加,平添,净增,加进,由小到大,日增,大增,有增无减德语近义词汉语:远,遥,遥远,遥遥,辽远,悠远,迢迢,幽幽,杳渺,千里迢迢,千山万水,万水千山,天南海北,远在天边,天各一方,天涯海角,十万八千里,远远,邈,幽远,邈远,邃远,不远千里,迢迢万里,老远,遐汉语:远,多,大为,极为,颇为俄语近义词汉语:多么,多,何等,何其,万般,多多英语","近义词汉语:多,许多,好多,这么些,广大,浩大,浩繁,无数,众多,众,群,丛,博,累累,洋洋,洒洒,重重,那么些,有的是,成千上万,胸中无数,好些,很多,居多,衮衮,奂,莘,夥,诸多,广土众民,过多,过剩,森,不少,良多,多多,成百上千,上百,为数不少,不在少数,过江之鲫,盈怀充栋,游人如织,大队人马,多多益善汉语:多,出头,冒尖,挂零,有零,开外,有余,余,强,又,多种俄语:много,многочисленный,множиться,много-,поли-德语:mehrals[nachgestellt],viel(近义词汉语:若干,多少,好多,几多,几何,几,多,多多少少德语:diverse,einige,etliche,manche西班牙语:algo,cuanto,vario3增多近义词汉语:增多,增加,加码,充实,增,长,多,加,添,益,搭,追加,平添,净增,加进,由小到大,日增,大增,有增无减德语:vermehren,vergrößern,vermehrt,zunehmen法语:semultiplier,augmenter英语:growinquantity,increase,manifold4远近义词汉语:远,遥,遥远,遥遥,辽远,悠远,迢迢,幽幽,杳渺,千里迢迢,千山万水,万水千山,天南海北,远在天边,天各一方,天涯海角,十万八千里,远远,邈,幽远,邈远,邃远,不远千里,迢迢万里,老远,遐汉语:远,多,大为,极为,颇为俄语:далёкий,дальний,далеко法语:éloigné,loin葡萄牙语:longe,distante西班牙语:lejanía,lejano,lejos,lontananza英语:distant,far,remote5多么近义词汉语:多么,多,何等,何其,万般,多多英语:how,what西班牙语:cómo,cuál,cuánto,qué法语:comme,combien,que/quel("
"近义词汉语:上升,升高,升,升起,升腾,蒸腾,腾达,腾,起,狂升,稳中有升德语","近义词汉语:上升,升高,升,升起,升腾,蒸腾,腾达,腾,起,狂升,稳中有升德语:steigen,aufstehen,Anstieg,Aszendent,Aufstieg,Aufwärtsbewegung,ansteigen,aufschießen,aufsitzen,ersteigen,klettern,steigen,steigernd法语:monter,hausser葡萄牙语:ascensão,ascensional,ascendente,ascendência,ascender西班牙语:ascender,ascenso,decalitro,subida,subir英语:ascend,climb,goup,mountup,moveup,raise,rise反义词汉语:降落,回升,下降,降下查看关于升高的反义词>>("
"近义词汉语:咸,咸津津,口重,死咸,咸乎乎,咸味英语","近义词汉语:咸,咸津津,口重,死咸,咸乎乎,咸味英语:all,salted,salty("
"近义词汉语:特征,特点,特性,特色,风味,表征,性状英语近义词汉语:韵味,韵致,风味,风致,韵味儿,情韵,气韵英语","近义词汉语:特征,特点,特性,特色,风味,表征,性状英语:characteristic,earmark,feature,impress,individuality,mark,stamp,tincture,trait德语:besondereEigenschaften,Besonderheiten,Charaktereigenschaften,Kenndaten,Gesichtszug,Charakterzug,Eigenart,Kennzeichnung,Merkmal,Spezialität,Symptom,Wahrzeichen3韵味近义词汉语:韵味,韵致,风味,风致,韵味儿,情韵,气韵英语:lastingappeal,lingeringcharm法语:goût,charme("
"近义词汉语:姜,生姜","近义词汉语:姜,生姜("
"近义词汉语:商店,铺子,店铺,铺户,店家,商行,商号,店,铺,号,庄,局,肆,柜,公司,洋行,代销店,店堂,供销社,小卖部,信用社,商社,商厦,铺面,营业所,合作社,商家,企业英语近义词汉语:橱,柜,档,柜子,橱柜,柜橱,箱橱法语","近义词汉语:商店,铺子,店铺,铺户,店家,商行,商号,店,铺,号,庄,局,肆,柜,公司,洋行,代销店,店堂,供销社,小卖部,信用社,商社,商厦,铺面,营业所,合作社,商家,企业英语:shop,store西班牙语:almacén,despacho,tienda3橱近义词汉语:橱,柜,档,柜子,橱柜,柜橱,箱橱法语:meuble,placard英语:cabinet,closet("
"近义词汉语:通风,透风,通气,透气俄语","近义词汉语:通风,透风,通气,透气俄语:проветривать,вентиляция葡萄牙语:ventilativo,ventilação,ventilar德语:lässig,luftig,Belüftung,Bewetterung,Entlüftung,Ventilation,belüften,belüftet英语:bewellventilated,divulgeinformation,draught,ventilate,ventilation,aeration,airiness法语:aérer,ventiler,êtrebienventilé,révéler西班牙语:airear,aventar,respiración,ventilación("
"近义词汉语:礼品,礼物,礼,赠品,赠礼,人情,人事,仪,赐,贶,礼盒,礼金,红包,赠物英语","近义词汉语:礼品,礼物,礼,赠品,赠礼,人情,人事,仪,赐,贶,礼盒,礼金,红包,赠物英语:gift,present法语:cadeau,présent西班牙语:agasajo,dádiva,don("
"近义词汉语:颜色,色,彩,色彩,色泽,色调俄语近义词汉语:风景,景色,景致,景,色,山水,风光,光景,风月,风物,景物,景点,景观,山色,青山绿水,山山水水,山光水色法语近义词汉语:神情,神色,神气,神采,表情,神,容,色英语近义词汉语:种类,类别,品类,类型,门类,部类,项目,品种,花色,色,种,类,列,路,档,型,档次,档级,品目葡萄牙语近义词汉语:质量,品质,质,质地,身分,色,成色俄语","近义词汉语:颜色,色,彩,色彩,色泽,色调俄语:цвет,окраска英语:color,colour,countenance,tinct,tincture3风景近义词汉语:风景,景色,景致,景,色,山水,风光,光景,风月,风物,景物,景点,景观,山色,青山绿水,山山水水,山光水色法语:paysage,site,vue英语:landscape,scenery,view4神情近义词汉语:神情,神色,神气,神采,表情,神,容,色英语:expression,look德语:aussehen,schauen,Angesicht,Ausdruck,Blick法语:air,physionomie,expressionduvisage5种类近义词汉语:种类,类别,品类,类型,门类,部类,项目,品种,花色,色,种,类,列,路,档,型,档次,档级,品目葡萄牙语:espécie,gênero,categoria,categórico英语:class,kind,species,sort,breed,category,type,variety西班牙语:casta,especie,estofa,género,guisa,laya,linaje,naturaleza,tipo德语:Baureihe,Konfession,Sorte6质量近义词汉语:质量,品质,质,质地,身分,色,成色俄语:качество,качественный德语:Qualität,Beschaffenheit,Eigenschaft,Bonität,Masse,Massen...,qualitativ葡萄牙语:qualidade,qualitativo英语:mass,quality("
"近义词汉语:好,优,精,良,帅,佳,崭,美,妙,良好,大好,优良,精良,优秀,优异,精彩,出色,绝妙,漂亮,精美,美好,完美,美妙,精粹,精练,优质,上好,上上,理想,可以,地道,不含糊,了不起,呱呱叫,顶呱呱,可观,不错,够味儿,要得,尽如人意,完美无缺,尽善尽美,十全十美,白璧无瑕,妙不可言,名不虚传,有目共赏,有口皆碑,口碑载道,脍炙人口,交口称誉,好生生,好好,拔尖,说得着,得天独厚,过得硬,完好无损,有滋有味,两全其美,佳绩,出彩,上佳,甚佳,名特新优精,名特优新,名特优,醇美俄语近义词汉语:病愈,痊愈,大好,康复,起床,霍然,愈,痊,好,药到病除,治愈法语","近义词汉语:好,优,精,良,帅,佳,崭,美,妙,良好,大好,优良,精良,优秀,优异,精彩,出色,绝妙,漂亮,精美,美好,完美,美妙,精粹,精练,优质,上好,上上,理想,可以,地道,不含糊,了不起,呱呱叫,顶呱呱,可观,不错,够味儿,要得,尽如人意,完美无缺,尽善尽美,十全十美,白璧无瑕,妙不可言,名不虚传,有目共赏,有口皆碑,口碑载道,脍炙人口,交口称誉,好生生,好好,拔尖,说得着,得天独厚,过得硬,完好无损,有滋有味,两全其美,佳绩,出彩,上佳,甚佳,名特新优精,名特优新,名特优,醇美俄语:хороший,хорошо英语:good,fine,kind,nice,well,allright,beingoodhealth,can,may,O.K.,soasto,sothat德语:dazuneigen,gernhaben,gut法语:bon,bien,agréable,aimer葡萄牙语:bem,bom,tudobem3病愈近义词汉语:病愈,痊愈,大好,康复,起床,霍然,愈,痊,好,药到病除,治愈法语:êtreguéri,recouvrerlasanté英语:cure,recover("
"近义词汉语:登记,注册,报,挂号,报了名俄语","近义词汉语:登记,注册,报,挂号,报了名俄语:регистрировать,регистрация葡萄牙语:registro,registrar英语:register,book,checkin,enroll,enregister,inscribe法语:enregistrer,inscrire德语:Anmeldung,Erfassung,Regestrierung,belegen,einschreiben,eintragen,verzeichnen,regestieren西班牙语:abanderar,alistamiento,alistar,anotación,enrolar,inscribir,inscripción,matrícula,matricular,partida,registrar,registro反义词汉语:注销查看关于登记的反义词>>("
"近义词汉语:公元,纪元德语","近义词汉语:公元,纪元德语:AnnoDomini,nachChristus[Abk.:n.Chr.];("
"近义词汉语:对比,对照,对待,相比,比照,比,相对而言,相比之下,自查自纠,对立统一法语","近义词汉语:对比,对照,对待,相比,比照,比,相对而言,相比之下,自查自纠,对立统一法语:contraste,opposition葡萄牙语:contrastante,contraste西班牙语:comparación,comparar,contraponer,parangón,parangonar,parear,paridad英语:balance,contrast,parallel,ratio德语:abwägen,ausgleichen,Bezugnahme,Vergleich,Verhältnis,konfrontieren,gegensätzlich("
"近义词汉语:牛皮,高调,大话,狂言,漂亮话英语","近义词汉语:牛皮,高调,大话,狂言,漂亮话英语:cowhide,cowskin,oxhide德语:Büffelleder,Rindleder,Rindsleder("
"近义词汉语:衣料,料子,布料,面料法语","近义词汉语:衣料,料子,布料,面料法语:étoffe,tissu德语:Anstrich,Stoff("
"近义词汉语:等级,等第,等次,等差,级次,级差,等,级,号,流,路,阶,星等,品级,品,阶段俄语近义词汉语:相等,相当,对等,等于,顶,当,抵,等,齐,侔,埒,半斤八两,等价,齐名,相当于法语近义词汉语:们,辈,曹,等5等候近义词汉语:等候,听候,伫候,守候,等候,候,等,待,俟,虚位以待,伺机,拭目以待,等待英语","近义词汉语:等级,等第,等次,等差,级次,级差,等,级,号,流,路,阶,星等,品级,品,阶段俄语:разряд,сорт英语:rank,scale,grade,notch,rate,socialestate,step葡萄牙语:grau,classe西班牙语:grado,jerarquía,orden,rango,suerte德语:bewerten,schätzen,Ebene,Hierarchie,Staffel,Tarif法语:1,classe,catégorie3相等近义词汉语:相等,相当,对等,等于,顶,当,抵,等,齐,侔,埒,半斤八两,等价,齐名,相当于法语:équivaloirà,égaler德语:Äquivalent,äquivalent,gleich,gleichen葡萄牙语:equivalente,equivalência,equação,equacionar,igualar,igualação,igualdade,igual英语:balance,beequalto,equality,equalize,equation,even4们近义词汉语:们,辈,曹,等5等候近义词汉语:等候,听候,伫候,守候,等候,候,等,待,俟,虚位以待,伺机,拭目以待,等待英语:wait,expect,await德语:Halten,Wart,warten西班牙语:aguardar,esperar("
